ngram,counts,freq
cartooning,1,1.48074439982468e-06
cartoonist,1,1.48074439982468e-06
cartoonists,1,1.48074439982468e-06
cartoons,15,1.92496771977208e-05
cartoonthemed,1,1.48074439982468e-06
cartridge,7,1.03652107987728e-05
cartridges,2,2.96148879964936e-06
carts,3,4.44223319947404e-06
cartsonly,1,1.48074439982468e-06
cartwright,4,5.92297759929872e-06
caruba,2,2.96148879964936e-06
caruso,1,1.48074439982468e-06
carusone,1,1.48074439982468e-06
carve,5,5.92297759929872e-06
carved,7,1.03652107987728e-05
carver,2,2.96148879964936e-06
carverhawkeye,1,1.48074439982468e-06
carvers,1,1.48074439982468e-06
carving,7,8.88446639894808e-06
carvings,1,1.48074439982468e-06
cary,3,4.44223319947404e-06
caryhoffman,2,2.96148879964936e-06
carync,1,1.48074439982468e-06
cas,2,2.96148879964936e-06
casa,7,1.03652107987728e-05
casaba,1,1.48074439982468e-06
casablanca,3,4.44223319947404e-06
casamercerorg,1,1.48074439982468e-06
casanova,4,5.92297759929872e-06
casarow,1,1.48074439982468e-06
casasola,1,1.48074439982468e-06
casbah,1,1.48074439982468e-06
casbon,1,1.48074439982468e-06
cascade,8,1.03652107987728e-05
cascades,2,2.96148879964936e-06
cascading,1,1.48074439982468e-06
case,430,0.00018657379437791
casebycase,2,1.48074439982468e-06
casei,1,1.48074439982468e-06
caseis,1,1.48074439982468e-06
caseload,1,1.48074439982468e-06
caseloads,1,1.48074439982468e-06
caseme,1,1.48074439982468e-06
caserta,1,1.48074439982468e-06
caserza,1,1.48074439982468e-06
cases,116,0.000100690619188078
caseshiller,2,1.48074439982468e-06
casework,1,1.48074439982468e-06
caseworker,2,2.96148879964936e-06
caseworkers,1,1.48074439982468e-06
casey,23,2.81341435966689e-05
cash,96,9.92098747882535e-05
cashandstock,1,1.48074439982468e-06
cashed,1,1.48074439982468e-06
cashews,2,2.96148879964936e-06
cashier,6,4.44223319947404e-06
cashiers,3,4.44223319947404e-06
cashing,4,5.92297759929872e-06
cashingchecks,1,1.48074439982468e-06
cashless,1,1.48074439982468e-06
cashman,5,7.4037219991234e-06
cashmere,6,8.88446639894808e-06
cashout,1,1.48074439982468e-06
cashouts,1,1.48074439982468e-06
cashstrapped,1,1.48074439982468e-06
casilla,2,2.96148879964936e-06
casing,5,7.4037219991234e-06
casings,1,1.48074439982468e-06
casinio,1,1.48074439982468e-06
casino,63,6.07105203928119e-05
casinogateway,1,1.48074439982468e-06
casinos,20,2.22111659973702e-05
casioheavy,1,1.48074439982468e-06
cask,3,2.96148879964936e-06
caskconditioned,1,1.48074439982468e-06
casket,2,2.96148879964936e-06
caskets,1,1.48074439982468e-06
casks,1,1.48074439982468e-06
casner,1,1.48074439982468e-06
cason,1,1.48074439982468e-06
casper,5,7.4037219991234e-06
casperson,1,0
cass,1,1.48074439982468e-06
cassaday,1,1.48074439982468e-06
cassafire,2,2.96148879964936e-06
cassandra,3,4.44223319947404e-06
cassastar,1,1.48074439982468e-06
cassava,1,1.48074439982468e-06
cassel,1,1.48074439982468e-06
casserole,6,7.4037219991234e-06
cassette,4,5.92297759929872e-06
cassi,1,1.48074439982468e-06
cassia,1,1.48074439982468e-06
cassidy,3,4.44223319947404e-06
cassie,3,4.44223319947404e-06
cassis,1,1.48074439982468e-06
cassisbasil,1,1.48074439982468e-06
casspi,2,2.96148879964936e-06
cast,86,8.58831751898314e-05
castagna,2,2.96148879964936e-06
castaing,2,2.96148879964936e-06
castaway,1,1.48074439982468e-06
castaways,1,1.48074439982468e-06
caste,1,1.48074439982468e-06
castellano,1,1.48074439982468e-06
castellanos,1,1.48074439982468e-06
caster,2,2.96148879964936e-06
casterhalf,1,1.48074439982468e-06
castillo,6,8.88446639894808e-06
casting,24,2.96148879964936e-05
castinng,1,1.48074439982468e-06
castiron,3,4.44223319947404e-06
castle,21,2.81341435966689e-05
castlelike,1,1.48074439982468e-06
castles,3,4.44223319947404e-06
castlewood,2,2.96148879964936e-06
castmates,1,1.48074439982468e-06
castol,1,1.48074439982468e-06
castrated,2,2.96148879964936e-06
castro,8,1.18459551985974e-05
castruita,1,1.48074439982468e-06
casts,3,4.44223319947404e-06
casual,30,3.10956323963183e-05
casually,6,8.88446639894808e-06
casualties,10,1.33266995984221e-05
casualtoupscale,1,1.48074439982468e-06
casualty,4,5.92297759929872e-06
casualwe,1,1.48074439982468e-06
cat,118,6.81142423919353e-05
cataclysm,1,1.48074439982468e-06
cataclysms,1,1.48074439982468e-06
catalan,2,2.96148879964936e-06
catalano,1,1.48074439982468e-06
catalina,4,5.92297759929872e-06
catalog,9,1.18459551985974e-05
catalogplenty,1,1.48074439982468e-06
catalogs,5,7.4037219991234e-06
catalogue,5,4.44223319947404e-06
catalogued,1,1.48074439982468e-06
catalogues,1,1.48074439982468e-06
catalunya,1,1.48074439982468e-06
catalyst,3,2.96148879964936e-06
catalysts,1,1.48074439982468e-06
catalytic,2,2.96148879964936e-06
catamaran,1,1.48074439982468e-06
catamounts,1,1.48074439982468e-06
catan,1,1.48074439982468e-06
catapult,1,1.48074439982468e-06
catapulted,1,1.48074439982468e-06
cataract,2,2.96148879964936e-06
cataracts,2,2.96148879964936e-06
catastrophe,6,7.4037219991234e-06
catastrophes,1,1.48074439982468e-06
catastrophic,6,7.4037219991234e-06
catastrophist,1,1.48074439982468e-06
catawba,3,4.44223319947404e-06
catawbaislandboatshowcom,1,1.48074439982468e-06
catcalls,1,1.48074439982468e-06
catch,170,9.18061527891301e-05
catchall,1,1.48074439982468e-06
catcher,21,2.66533991968442e-05
catcherfirst,1,1.48074439982468e-06
catchers,4,4.44223319947404e-06
catches,22,3.10956323963183e-05
catchin,3,4.44223319947404e-06
catching,49,5.47875427935132e-05
catchment,2,2.96148879964936e-06
catchphrase,4,5.92297759929872e-06
catchup,5,5.92297759929872e-06
catchy,6,8.88446639894808e-06
cate,5,7.4037219991234e-06
categorical,2,2.96148879964936e-06
categories,27,2.96148879964936e-05
categorize,2,2.96148879964936e-06
categorized,1,1.48074439982468e-06
category,37,4.1460843195091e-05
cater,3,4.44223319947404e-06
catered,2,2.96148879964936e-06
caterer,2,2.96148879964936e-06
caterers,3,4.44223319947404e-06
catering,8,1.18459551985974e-05
caterme,1,1.48074439982468e-06
caterpillar,3,4.44223319947404e-06
caterpillars,2,2.96148879964936e-06
caterwauling,1,1.48074439982468e-06
cates,1,0
cateva,1,1.48074439982468e-06
catfish,6,8.88446639894808e-06
cath,1,1.48074439982468e-06
cathar,1,1.48074439982468e-06
cathartic,2,2.96148879964936e-06
cathay,1,1.48074439982468e-06
cathbad,1,1.48074439982468e-06
cathedral,22,1.92496771977208e-05
cathedrals,2,2.96148879964936e-06
cather,1,1.48074439982468e-06
catherine,16,1.92496771977208e-05
catheter,3,2.96148879964936e-06
catheterization,1,1.48074439982468e-06
cathey,1,1.48074439982468e-06
catholic,57,4.88645651942144e-05
catholicism,2,2.96148879964936e-06
catholics,10,1.33266995984221e-05
cathy,8,1.18459551985974e-05
cathyllogan,1,1.48074439982468e-06
catina,1,1.48074439982468e-06
catlanta,1,1.48074439982468e-06
catness,1,1.48074439982468e-06
cato,1,1.48074439982468e-06
catogue,1,1.48074439982468e-06
catologue,1,1.48074439982468e-06
caton,1,1.48074439982468e-06
catonsville,7,1.03652107987728e-05
catrina,1,1.48074439982468e-06
catron,1,1.48074439982468e-06
cats,69,6.36720091924612e-05
catskills,1,1.48074439982468e-06
catsuit,1,1.48074439982468e-06
catthank,1,1.48074439982468e-06
cattle,16,1.92496771977208e-05
cattlemen,1,1.48074439982468e-06
catty,3,4.44223319947404e-06
catwalk,1,1.48074439982468e-06
catwalks,1,1.48074439982468e-06
catwoman,2,2.96148879964936e-06
catz,1,1.48074439982468e-06
caucasian,2,2.96148879964936e-06
cauchopar,1,1.48074439982468e-06
caucus,5,5.92297759929872e-06
caucuses,11,1.18459551985974e-05
caucusoid,1,1.48074439982468e-06
caudalies,1,1.48074439982468e-06
caudillo,1,1.48074439982468e-06
caught,128,0.000106613596787377
caughtbrills,1,1.48074439982468e-06
cauldron,2,2.96148879964936e-06
caulfield,2,2.96148879964936e-06
cauliflower,3,4.44223319947404e-06
caulk,1,1.48074439982468e-06
caulkin,1,1.48074439982468e-06
caus,1,1.48074439982468e-06
causality,3,4.44223319947404e-06
cause,284,0.000248765059170546
causeandeffect,1,1.48074439982468e-06
caused,69,7.4037219991234e-05
causeit,1,1.48074439982468e-06
causes,38,3.55378655957923e-05
causeway,3,4.44223319947404e-06
causing,34,3.7018609995617e-05
caustic,2,2.96148879964936e-06
caution,20,2.22111659973702e-05
cautionary,2,2.96148879964936e-06
cautioned,4,5.92297759929872e-06
cautions,2,2.96148879964936e-06
cautious,7,7.4037219991234e-06
cautiously,5,5.92297759929872e-06
cava,1,1.48074439982468e-06
cavalier,3,4.44223319947404e-06
cavaliere,1,1.48074439982468e-06
cavaliers,8,2.96148879964936e-06
cavalry,3,4.44223319947404e-06
cavanagh,2,2.96148879964936e-06
cavanaugh,2,1.48074439982468e-06
cavatappi,1,1.48074439982468e-06
cave,10,1.33266995984221e-05
caveat,3,4.44223319947404e-06
caveats,1,1.48074439982468e-06
caved,2,1.48074439982468e-06
cavemantailgate,1,1.48074439982468e-06
caveny,1,1.48074439982468e-06
caveon,1,1.48074439982468e-06
cavern,2,2.96148879964936e-06
caverns,1,1.48074439982468e-06
caves,4,5.92297759929872e-06
cavewoman,1,1.48074439982468e-06
caviar,1,1.48074439982468e-06
cavities,2,2.96148879964936e-06
cavity,1,1.48074439982468e-06
cavs,19,1.18459551985974e-05
caw,1,1.48074439982468e-06
caxa,1,1.48074439982468e-06
cayce,1,1.48074439982468e-06
cayenne,7,1.03652107987728e-05
cayetano,1,1.48074439982468e-06
caylee,3,4.44223319947404e-06
cayman,2,2.96148879964936e-06
caymon,1,1.48074439982468e-06
cayre,1,1.48074439982468e-06
cb,14,1.77689327978962e-05
cba,1,1.48074439982468e-06
cbaalbany,1,1.48074439982468e-06
cbb,1,1.48074439982468e-06
cbc,4,5.92297759929872e-06
cbe,1,1.48074439982468e-06
cbetting,1,1.48074439982468e-06
cbg,1,1.48074439982468e-06
cbi,1,1.48074439982468e-06
cbiz,1,1.48074439982468e-06
cbl,1,1.48074439982468e-06
cbn,1,1.48074439982468e-06
cbp,1,1.48074439982468e-06
cbre,3,2.96148879964936e-06
cbs,39,4.29415875949157e-05
cbssn,1,1.48074439982468e-06
cbus,1,1.48074439982468e-06
cbusmarathon,1,1.48074439982468e-06
cc,55,7.8479453190708e-05
ccab,1,1.48074439982468e-06
ccare,1,1.48074439982468e-06
ccastellano,1,1.48074439982468e-06
ccb,1,1.48074439982468e-06
cccw,1,1.48074439982468e-06
ccd,1,1.48074439982468e-06
ccdc,1,1.48074439982468e-06
ccea,1,1.48074439982468e-06
ccj,1,1.48074439982468e-06
ccl,1,1.48074439982468e-06
cclass,1,1.48074439982468e-06
ccms,1,1.48074439982468e-06
ccpa,1,1.48074439982468e-06
ccpcj,2,2.96148879964936e-06
ccwa,1,1.48074439982468e-06
cd,64,6.81142423919353e-05
cdalydar,1,1.48074439982468e-06
cdbaby,1,1.48074439982468e-06
cdc,5,2.96148879964936e-06
cde,1,1.48074439982468e-06
cdf,2,2.96148879964936e-06
cdiff,1,1.48074439982468e-06
cdl,1,1.48074439982468e-06
cdm,1,1.48074439982468e-06
cdo,1,1.48074439982468e-06
cdrom,1,1.48074439982468e-06
cds,18,2.36919103971949e-05
cdt,3,2.96148879964936e-06
cdu,1,1.48074439982468e-06
ce,5,7.4037219991234e-06
cease,9,1.03652107987728e-05
ceaseanddesist,1,1.48074439982468e-06
ceased,4,5.92297759929872e-06
ceasefire,2,2.96148879964936e-06
ceaseless,2,2.96148879964936e-06
ceases,4,2.96148879964936e-06
cebar,1,1.48074439982468e-06
cebu,2,2.96148879964936e-06
cecala,1,1.48074439982468e-06
cecconi,1,1.48074439982468e-06
cece,1,1.48074439982468e-06
cecelia,1,1.48074439982468e-06
cecil,7,1.03652107987728e-05
cecilia,5,7.4037219991234e-06
ced,1,1.48074439982468e-06
cedar,13,1.77689327978962e-05
cedaroak,1,1.48074439982468e-06
cedarssinai,1,1.48074439982468e-06
cedarville,3,4.44223319947404e-06
cedric,3,4.44223319947404e-06
cedula,1,1.48074439982468e-06
cee,7,1.03652107987728e-05
ceefax,1,1.48074439982468e-06
ceelo,3,4.44223319947404e-06
cei,2,2.96148879964936e-06
ceiling,30,2.36919103971949e-05
ceilingor,1,1.48074439982468e-06
ceilings,7,8.88446639894808e-06
ceir,1,1.48074439982468e-06
cejudo,1,1.48074439982468e-06
celaeglas,1,1.48074439982468e-06
celeb,6,7.4037219991234e-06
celebapprentice,1,1.48074439982468e-06
celebrate,114,4.29415875949157e-05
celebrated,27,2.96148879964936e-05
celebrates,10,1.33266995984221e-05
celebrating,55,5.33067983936885e-05
celebration,51,4.59030763945651e-05
celebrationacne,1,1.48074439982468e-06
celebrationi,1,1.48074439982468e-06
celebrations,14,1.92496771977208e-05
celebrationsand,1,1.48074439982468e-06
celebrator,1,1.48074439982468e-06
celebratory,5,7.4037219991234e-06
celebrities,22,2.96148879964936e-05
celebrity,31,3.2576376796143e-05
celebrityapprenticeau,1,1.48074439982468e-06
celebritystudded,1,1.48074439982468e-06
celebs,4,5.92297759929872e-06
celebsthatshouldrunforpresident,1,1.48074439982468e-06
celebuzz,2,2.96148879964936e-06
celementtree,1,1.48074439982468e-06
celeriac,4,5.92297759929872e-06
celery,11,1.18459551985974e-05
celeste,1,1.48074439982468e-06
celestial,1,1.48074439982468e-06
celestially,1,1.48074439982468e-06
celgene,1,1.48074439982468e-06
celia,2,2.96148879964936e-06
celiac,1,1.48074439982468e-06
celibacy,2,2.96148879964936e-06
celine,1,1.48074439982468e-06
cell,65,5.77490315931625e-05
cella,1,1.48074439982468e-06
cellar,5,7.4037219991234e-06
cellari,1,1.48074439982468e-06
cellars,4,4.44223319947404e-06
cellbased,1,1.48074439982468e-06
cellers,1,1.48074439982468e-06
cellhone,1,1.48074439982468e-06
cello,2,2.96148879964936e-06
cellophane,1,1.48074439982468e-06
cellphone,17,1.62881883980715e-05
cellphones,4,5.92297759929872e-06
cells,33,3.10956323963183e-05
cellular,4,4.44223319947404e-06
celosia,1,1.48074439982468e-06
celsius,2,2.96148879964936e-06
celtic,6,8.88446639894808e-06
celticfc,1,1.48074439982468e-06
celtics,30,2.36919103971949e-05
celticsnationbitch,1,1.48074439982468e-06
celts,3,4.44223319947404e-06
cement,3,4.44223319947404e-06
cemented,1,1.48074439982468e-06
cemento,1,1.48074439982468e-06
cemetary,1,1.48074439982468e-06
cemeteries,1,1.48074439982468e-06
cemetery,15,1.77689327978962e-05
cena,14,1.33266995984221e-05
cengage,1,1.48074439982468e-06
censor,3,4.44223319947404e-06
censorhip,1,1.48074439982468e-06
censors,1,1.48074439982468e-06
censorship,6,8.88446639894808e-06
census,18,1.18459551985974e-05
censuses,1,1.48074439982468e-06
censusu,1,1.48074439982468e-06
cent,28,2.07304215975455e-05
centaur,3,4.44223319947404e-06
centenary,1,1.48074439982468e-06
centene,4,5.92297759929872e-06
centennial,8,1.18459551985974e-05
centeno,1,1.48074439982468e-06
center,493,0.00034501344515915
centeraka,1,1.48074439982468e-06
centercut,1,1.48074439982468e-06
centered,11,1.33266995984221e-05
centerfl,1,1.48074439982468e-06
centering,2,2.96148879964936e-06
centerline,2,2.96148879964936e-06
centernet,1,1.48074439982468e-06
centerpiece,5,5.92297759929872e-06
centers,41,3.99800987952664e-05
centerstageorg,1,1.48074439982468e-06
centimeters,2,2.96148879964936e-06
centipede,1,1.48074439982468e-06
central,162,0.000106613596787377
centralbank,1,1.48074439982468e-06
centralcasting,1,1.48074439982468e-06
centralcityoperaorg,1,1.48074439982468e-06
centralia,3,4.44223319947404e-06
centralized,3,4.44223319947404e-06
centrally,3,4.44223319947404e-06
centralpark,1,1.48074439982468e-06
centre,43,3.84993543954417e-05
centrelink,1,1.48074439982468e-06
centrepiece,1,1.48074439982468e-06
centres,6,7.4037219991234e-06
centreville,1,1.48074439982468e-06
centric,1,1.48074439982468e-06
centrist,1,1.48074439982468e-06
centrowitz,1,1.48074439982468e-06
centrue,1,1.48074439982468e-06
cents,54,4.73838207943898e-05
centspop,1,1.48074439982468e-06
centuries,12,1.33266995984221e-05
century,80,2.66533991968442e-05
centurylink,1,1.48074439982468e-06
centurylong,1,1.48074439982468e-06
centuryold,1,1.48074439982468e-06
ceo,70,7.55179643910587e-05
ceoclub,1,1.48074439982468e-06
ceofounderownerstylist,1,1.48074439982468e-06
ceos,6,8.88446639894808e-06
cepero,1,1.48074439982468e-06
ceptional,1,1.48074439982468e-06
cera,2,2.96148879964936e-06
cerafollowing,1,1.48074439982468e-06
ceramic,5,7.4037219991234e-06
ceramics,3,4.44223319947404e-06
ceramicssculpture,1,1.48074439982468e-06
cerberus,1,1.48074439982468e-06
cercas,1,1.48074439982468e-06
cereal,19,2.66533991968442e-05
cerebral,6,5.92297759929872e-06
ceremonial,3,4.44223319947404e-06
ceremonies,2,2.96148879964936e-06
ceremony,35,3.2576376796143e-05
ceres,1,1.48074439982468e-06
cerezyme,1,1.48074439982468e-06
cerf,8,1.03652107987728e-05
cerisiers,1,1.48074439982468e-06
cerny,1,1.48074439982468e-06
cerritos,1,1.48074439982468e-06
cerro,2,2.96148879964936e-06
cert,2,2.96148879964936e-06
certain,175,0.000106613596787377
certainly,157,9.18061527891301e-05
certainties,1,1.48074439982468e-06
certainty,5,7.4037219991234e-06
certificate,21,1.62881883980715e-05
certificates,7,7.4037219991234e-06
certification,10,1.33266995984221e-05
certified,22,2.22111659973702e-05
certifiers,1,1.48074439982468e-06
certify,2,2.96148879964936e-06
cervantean,1,1.48074439982468e-06
cervantes,3,2.96148879964936e-06
cervenik,2,2.96148879964936e-06
cerveny,1,1.48074439982468e-06
cervical,2,2.96148879964936e-06
cervix,2,2.96148879964936e-06
ces,2,2.96148879964936e-06
cesar,4,5.92297759929872e-06
cesare,4,5.92297759929872e-06
cesium,2,2.96148879964936e-06
cespedes,4,4.44223319947404e-06
cessation,3,4.44223319947404e-06
cessna,2,2.96148879964936e-06
cest,1,1.48074439982468e-06
cetaphil,1,1.48074439982468e-06
cetera,2,2.96148879964936e-06
cetp,1,1.48074439982468e-06
ceviche,2,2.96148879964936e-06
ceviches,1,1.48074439982468e-06
cf,11,1.62881883980715e-05
cfa,1,1.48074439982468e-06
cfareport,1,1.48074439982468e-06
cfaw,1,1.48074439982468e-06
cfblockparty,1,1.48074439982468e-06
cfc,1,1.48074439982468e-06
cfeclipse,1,1.48074439982468e-06
cfhof,1,1.48074439982468e-06
cfl,1,1.48074439982468e-06
cfni,1,1.48074439982468e-06
cfo,1,1.48074439982468e-06
cfpb,1,1.48074439982468e-06
cfs,3,4.44223319947404e-06
cg,1,1.48074439982468e-06
cgb,1,1.48074439982468e-06
cgc,1,1.48074439982468e-06
cgi,2,2.96148879964936e-06
cgod,1,1.48074439982468e-06
ch,12,1.62881883980715e-05
cha,14,1.62881883980715e-05
chaan,1,1.48074439982468e-06
chaat,1,1.48074439982468e-06
chablis,1,1.48074439982468e-06
chabon,2,1.48074439982468e-06
chabuscus,1,1.48074439982468e-06
chachas,1,1.48074439982468e-06
chachi,2,2.96148879964936e-06
chachos,1,1.48074439982468e-06
chacin,2,2.96148879964936e-06
chacon,1,1.48074439982468e-06
chacraft,1,1.48074439982468e-06
chad,17,2.51726547970196e-05
chadd,1,1.48074439982468e-06
chadick,1,1.48074439982468e-06
chadri,1,1.48074439982468e-06
chaeeun,1,1.48074439982468e-06
chaenny,1,1.48074439982468e-06
chafes,1,1.48074439982468e-06
chaff,2,2.96148879964936e-06
chag,3,4.44223319947404e-06
chagall,1,1.48074439982468e-06
chage,1,1.48074439982468e-06
chagio,1,1.48074439982468e-06
chagrin,4,5.92297759929872e-06
chai,3,4.44223319947404e-06
chaim,2,2.96148879964936e-06
chaimov,1,1.48074439982468e-06
chain,69,4.88645651942144e-05
chained,2,2.96148879964936e-06
chains,19,2.22111659973702e-05
chainsaw,3,4.44223319947404e-06
chainsaws,1,1.48074439982468e-06
chainstore,1,1.48074439982468e-06
chainz,1,1.48074439982468e-06
chair,66,6.07105203928119e-05
chaired,4,5.92297759929872e-06
chairing,2,2.96148879964936e-06
chairman,57,5.62682871933378e-05
chairmanelect,2,2.96148879964936e-06
chairperson,1,1.48074439982468e-06
chairs,25,2.51726547970196e-05
chairty,1,1.48074439982468e-06
chairwoman,4,5.92297759929872e-06
chait,2,2.96148879964936e-06
chaiten,1,1.48074439982468e-06
chaiyum,1,1.48074439982468e-06
chaka,1,1.48074439982468e-06
chako,1,1.48074439982468e-06
chakra,1,1.48074439982468e-06
chakwizira,1,1.48074439982468e-06
chalk,6,8.88446639894808e-06
chalkboard,1,1.48074439982468e-06
